Time (seconds),Acceleration (Frontal) [G],Acceleration (Vertical) [G],Acceleration (Lateral) [G],Sensor ID,RSSI (Received Signal Strength Indicator),Phase,Frequency,Activity Label,Room
341.5,0.99901,0.1355,-0.15052,4,-63.0,6.251,923.25,3,S1
342.25,1.128,0.066602,-0.070699,3,-52.5,6.0132,922.75,3,S1
342.75,1.339,-0.01378,-0.0022806,3,-54.0,1.468,925.25,3,S1
343.5,1.0811,0.10105,-0.093505,4,-64.5,6.2786,920.25,3,S1
343.75,1.0811,0.10105,-0.093505,4,-63.0,6.228,923.25,3,S1
344.25,1.1397,0.066602,-0.070699,4,-63.0,1.0707,922.25,3,S1
344.75,0.94038,0.14698,-0.15052,4,-63.0,0.52155,922.75,3,S1
345.5,1.3508,-0.025263,0.020525,4,-64.0,5.7494,920.75,3,S1
346.0,1.2218,0.032153,-0.025087,4,-62.5,1.5969,921.75,3,S1
346.5,1.1163,0.089569,-0.070699,4,-64.0,1.5355,924.75,3,S1
347.25,1.0928,0.089569,-0.082102,4,-63.0,0.50621,922.75,3,S1
347.75,1.0342,0.12402,-0.12771,4,-65.0,1.0523,925.25,3,S1
348.0,1.0342,0.12402,-0.12771,4,-64.0,5.7616,920.75,3,S1
348.5,1.0342,0.1355,-0.12771,4,-63.0,4.7063,921.75,3,S1
349.25,1.1632,0.066602,-0.070699,4,-63.5,4.1325,922.25,3,S1
350.0,1.128,0.078086,-0.082102,4,-65.0,0.9434,925.25,3,S1
351.0,1.0694,0.11254,-0.12771,3,-53.0,5.7417,923.25,3,S1
351.5,1.0342,0.14698,-0.12771,4,-63.0,1.0937,922.25,3,S1
352.5,0.9521,0.12402,-0.15052,4,-63.0,5.2984,921.25,3,S1
352.75,0.9521,0.12402,-0.15052,4,-64.0,5.7816,920.75,3,S1
353.25,1.0811,0.11254,-0.10491,4,-63.0,1.5969,921.75,3,S1
354.25,0.98728,0.14698,-0.15052,4,-66.0,0.50468,925.75,3,S1
354.75,0.97555,0.14698,-0.15052,4,-63.5,2.1108,921.25,3,S1
355.25,1.3039,-0.01378,0.0091224,4,-63.0,2.0371,924.25,3,S1
355.5,1.3039,-0.01378,0.0091224,4,-64.5,6.274,920.25,3,S1
357.75,1.2921,0.0091865,-0.013684,4,-63.0,5.1557,924.25,3,S1
359.25,1.0811,0.089569,-0.093505,4,-63.5,5.6205,923.75,3,S1
360.5,0.9052,0.33072,-0.23034,3,-52.5,5.0407,921.75,3,S1
361.0,0.89348,0.39961,-0.20754,4,-66.5,1.6076,924.75,1,S1
361.25,0.89348,0.39961,-0.20754,4,-66.0,3.6294,922.25,1,S1
361.75,1.2921,0.26182,-0.070699,4,-67.5,4.8412,923.75,1,S1
362.25,1.1983,0.39961,-0.10491,3,-58.5,4.7814,925.25,1,S1
362.5,1.1983,0.39961,-0.10491,4,-63.5,1.6506,920.75,1,S1
362.75,1.1983,0.39961,-0.10491,4,-66.0,5.1465,920.25,1,S1
363.0,1.1983,0.39961,-0.10491,1,-58.0,6.0485,921.75,1,S1
364.0,0.49481,0.90487,-0.19613,4,-68.0,1.4956,923.75,1,S1
364.25,0.49481,0.90487,-0.19613,4,-66.5,5.7033,922.75,1,S1
365.25,0.51826,0.90487,-0.19613,4,-67.0,5.329,920.25,1,S1
365.5,0.51826,0.90487,-0.19613,1,-58.0,6.2663,921.75,1,S1
366.0,0.70587,0.82449,-0.10491,1,-58.5,3.9024,924.75,1,S1
366.5,0.63552,0.85894,-0.12771,1,-59.5,6.277,925.75,1,S1
366.75,0.77622,0.79004,-0.059296,4,-66.5,5.8107,922.75,1,S1
367.0,0.77622,0.79004,-0.059296,1,-57.5,0.44946,921.25,1,S1
367.5,0.60034,0.83597,-0.13912,4,-66.0,4.8781,920.75,1,S1
367.75,0.60034,0.83597,-0.13912,4,-67.5,5.3398,920.25,1,S1
368.25,0.62379,0.85894,-0.11631,4,-66.0,5.3014,923.25,1,S1
369.0,0.68242,0.81301,-0.093505,1,-64.5,4.8443,923.75,1,S1
370.25,0.65897,0.83597,-0.11631,3,-57.5,2.0402,921.75,1,S1
371.0,0.65897,0.83597,-0.11631,3,-56.5,4.9011,922.25,1,S1
371.25,0.65897,0.83597,-0.11631,1,-62.5,5.9457,925.75,1,S1
371.5,0.65897,0.83597,-0.11631,3,-56.5,1.6122,922.75,1,S1
372.0,0.65897,0.83597,-0.11631,3,-56.5,6.2111,925.25,1,S1
372.25,1.0459,0.59483,0.077541,4,-60.5,5.9764,920.75,1,S1
372.5,1.0459,0.59483,0.077541,1,-57.0,0.28379,924.25,1,S1
372.75,1.0459,0.59483,0.077541,1,-56.5,0.76852,920.25,1,S1
373.0,1.128,0.57186,0.11175,4,-59.0,2.1292,921.75,1,S1
373.13,1.128,0.57186,0.11175,1,-56.0,4.4501,923.25,1,S1
373.25,1.128,0.57186,0.11175,1,-57.0,0.003068,924.75,1,S1
373.35,1.128,0.57186,0.11175,1,-56.0,5.1695,922.25,1,S1
373.5,0.89348,0.62928,0.020525,1,-57.0,5.4226,925.75,1,S1
373.75,0.89348,0.62928,0.020525,4,-63.0,1.4143,925.75,1,S1
374.0,0.79967,0.66373,-0.025087,1,-56.0,4.7415,922.75,1,S1
374.25,0.79967,0.66373,-0.025087,1,-56.0,5.9856,921.25,1,S1
374.35,0.8583,0.65224,-0.013684,4,-60.5,5.0836,925.25,1,S1
374.75,1.0694,0.5489,0.077541,1,-56.0,0.13499,920.75,1,S1
375.0,0.9052,0.60631,0.088944,4,-60.0,4.1709,920.25,1,S1
375.25,0.9052,0.60631,0.088944,1,-55.5,5.0023,921.75,1,S1
375.5,1.0811,0.50296,0.23718,1,-57.5,4.2292,923.25,1,S1
375.75,1.0811,0.50296,0.23718,4,-63.5,4.8842,924.75,1,S1
379.5,0.51826,0.81301,0.14596,1,-64.5,6.2786,920.75,4,S1
380.0,0.2134,1.0427,-0.16192,1,-66.5,3.8549,920.25,4,S1
380.75,0.50654,0.93932,0.077541,1,-66.0,5.2079,922.25,4,S1
381.75,0.14305,0.99674,-0.025087,4,-54.0,0.21783,920.75,4,S1
383.25,0.2134,1.0197,-0.047893,4,-54.0,4.3212,925.75,4,S1
384.75,0.56517,0.91636,0.23718,4,-56.5,5.5929,920.25,4,S1
0.0,0.96383,0.56038,0.41963,4,-61.5,0.81915,921.25,1,S1
0.25,1.1163,0.10105,-0.11631,4,-65.0,0.87744,920.75,3,S1
0.75,1.1749,0.11254,0.13456,4,-66.0,1.6015,920.25,3,S1
0.775,1.1749,0.11254,0.13456,3,-49.5,0.2439,921.75,3,S1
1.0,1.1163,0.0091865,-0.059296,4,-64.0,0.25004,921.75,3,S1
1.25,1.1163,0.0091865,-0.059296,3,-50.0,2.3363,923.25,3,S1
2.25,0.99901,0.089569,-0.047893,4,-65.5,0.20095,921.25,3,S1
2.75,0.9052,0.066602,-0.15052,4,-65.5,0.43105,920.75,3,S1
3.0,0.9052,0.066602,-0.15052,3,-50.5,1.7211,924.25,3,S1
3.25,0.91693,0.078086,-0.13912,4,-66.0,1.0784,920.25,3,S1
3.3,0.91693,0.078086,-0.13912,3,-49.5,3.2597,921.75,3,S1
3.5,0.96383,0.078086,-0.13912,4,-65.5,5.6358,921.75,3,S1
3.75,0.94038,0.089569,-0.12771,4,-67.5,5.7325,924.75,3,S1
4.0,0.94038,0.089569,-0.12771,3,-49.5,6.2356,922.25,3,S1
4.075,0.94038,0.089569,-0.12771,4,-64.5,5.1879,922.25,3,S1
5.5,1.0342,0.089569,-0.10491,3,-50.5,4.9977,924.25,3,S1
5.575,1.0342,0.089569,-0.10491,4,-66.5,6.1298,924.25,3,S1
6.0,1.0694,0.078086,-0.093505,4,-65.0,5.5484,921.75,3,S1
6.075,1.0694,0.078086,-0.093505,4,-65.5,3.9837,923.25,3,S1
6.5,0.92865,0.10105,-0.16192,3,-50.0,6.0822,922.25,3,S1
7.0,1.1632,0.0091865,-0.047893,4,-66.5,0.24544,923.75,3,S1
7.075,1.1632,0.0091865,-0.047893,4,-65.0,4.4976,922.75,3,S1
7.75,0.9052,0.089569,-0.16192,4,-66.5,0.21322,920.75,3,S1
8.5,0.96383,0.10105,-0.13912,4,-66.0,0.7992,923.25,3,S1
9.0,1.2687,-0.048229,-0.0022806,3,-50.0,6.2387,922.25,3,S1
9.25,1.2452,-0.036746,-0.013684,3,-50.0,5.3521,923.75,3,S1
9.375,1.2452,-0.036746,-0.013684,4,-66.5,0.33441,923.75,3,S1
9.5,1.2452,-0.036746,-0.013684,4,-65.0,4.5206,922.75,3,S1
9.575,1.2452,-0.036746,-0.013684,3,-49.5,0.66421,921.25,3,S1
10.25,1.0225,0.089569,-0.12771,3,-50.5,1.8653,924.25,3,S1
10.75,1.0811,0.055119,-0.093505,4,-65.0,5.4533,921.75,3,S1
10.825,1.0811,0.055119,-0.093505,3,-50.0,5.5315,923.25,3,S1
11.0,1.0811,0.055119,-0.093505,4,-65.5,3.8718,923.25,3,S1
11.5,1.1045,0.043636,-0.093505,4,-65.0,4.8504,922.25,3,S1
11.75,1.1045,0.043636,-0.093505,4,-65.5,0.2485,923.75,3,S1
12.25,1.1163,0.032153,-0.070699,4,-68.0,1.9528,925.25,3,S1
12.75,1.1866,0.02067,-0.047893,4,-67.0,5.9672,924.25,3,S1
13.0,1.1866,0.02067,-0.047893,3,-49.0,4.3458,920.25,3,S1
13.25,0.98728,0.10105,-0.13912,4,-65.0,2.2764,921.75,3,S1
13.75,0.94038,0.078086,-0.15052,4,-65.0,1.827,922.25,3,S1
14.25,1.1163,0.032153,-0.070699,4,-66.5,0.28992,923.75,3,S1
14.5,0.92865,0.078086,-0.15052,4,-65.5,5.9472,921.25,3,S1
15.25,0.94038,0.089569,-0.16192,4,-66.0,0.73324,920.25,3,S1
15.5,0.94038,0.089569,-0.16192,4,-65.5,2.2304,921.75,3,S1
15.75,0.94038,0.089569,-0.16192,4,-65.5,5.3674,921.75,3,S1
16.0,1.2921,-0.036746,0.0091224,4,-67.5,2.2703,924.75,3,S1
16.5,0.98728,0.11254,-0.13912,4,-66.5,0.18254,923.75,3,S1
16.75,1.2335,-0.0022966,-0.013684,3,-50.0,5.8997,922.75,3,S1
17.0,1.2335,-0.0022966,-0.013684,4,-66.0,5.9043,921.25,3,S1
17.5,0.9521,0.10105,-0.17333,3,-50.5,2.0172,924.25,3,S1
17.75,0.96383,0.089569,-0.17333,3,-49.5,4.6219,920.25,3,S1
17.825,0.96383,0.089569,-0.17333,4,-66.0,0.86517,920.25,3,S1
18.0,0.96383,0.089569,-0.17333,4,-65.5,5.4963,921.75,3,S1
18.5,1.0576,0.066602,-0.12771,4,-67.0,5.4564,924.75,3,S1
19.75,1.0107,0.10105,-0.15052,4,-68.0,1.8101,925.25,3,S1
19.85,1.0107,0.10105,-0.15052,3,-49.5,0.95874,920.75,3,S1
20.0,1.0107,0.10105,-0.15052,4,-66.0,0.15493,920.75,3,S1
21.0,0.9052,0.12402,-0.15052,4,-65.0,4.8873,922.25,3,S1
21.5,1.3742,-0.059712,-0.0022806,4,-66.5,0.17487,923.75,3,S1
22.0,1.1397,0.032153,-0.082102,4,-68.0,1.8346,925.25,3,S1
22.5,0.92865,0.10105,-0.15052,4,-66.5,2.8133,924.25,3,S1
22.75,0.92865,0.10105,-0.15052,3,-49.5,1.3284,920.25,3,S1
22.85,0.92865,0.10105,-0.15052,4,-66.5,0.74091,920.25,3,S1
23.0,0.9052,0.11254,-0.17333,4,-65.0,5.3919,921.75,3,S1
23.1,0.9052,0.11254,-0.17333,4,-65.5,0.71023,923.25,3,S1
23.25,0.9052,0.11254,-0.17333,4,-67.5,2.2411,924.75,3,S1
23.75,0.99901,0.11254,-0.13912,4,-66.0,0.13039,923.75,3,S1
24.25,0.99901,0.12402,-0.13912,4,-65.5,5.869,921.25,3,S1
24.5,0.99901,0.12402,-0.13912,4,-68.0,1.8147,925.25,3,S1
24.75,0.99901,0.12402,-0.13912,4,-66.0,0.1488,920.75,3,S1
25.75,1.3156,-0.048229,-0.0022806,4,-64.5,4.8658,922.25,3,S1
26.5,1.2687,-0.025263,-0.025087,3,-49.5,5.8859,922.75,3,S1
26.575,1.2687,-0.025263,-0.025087,4,-65.0,4.3657,922.75,3,S1
26.75,1.2687,-0.025263,-0.025087,4,-65.5,5.9104,921.25,3,S1
27.25,0.99901,0.11254,-0.13912,4,-65.5,0.17794,920.75,3,S1
27.75,1.1397,0.032153,-0.070699,3,-49.5,0.32214,921.75,3,S1
27.85,1.1397,0.032153,-0.070699,4,-64.5,5.4257,921.75,3,S1
28.0,0.92865,0.11254,-0.16192,4,-67.0,2.2258,924.75,3,S1
28.5,1.3508,-0.048229,0.0091224,3,-52.0,1.0738,925.75,3,S1
28.75,1.0811,0.078086,-0.10491,3,-50.0,2.1537,923.75,3,S1
28.825,1.0811,0.078086,-0.10491,4,-65.5,0.16107,923.75,3,S1
29.25,1.0694,0.078086,-0.10491,4,-65.5,5.9166,921.25,3,S1
29.75,1.0107,0.11254,-0.13912,4,-65.5,0.25464,920.75,3,S1
30.25,0.98728,0.11254,-0.13912,3,-50.0,5.5745,923.25,3,S1
31.25,1.257,-0.036746,-0.025087,3,-50.5,2.1967,923.75,3,S1
31.325,1.257,-0.036746,-0.025087,4,-65.5,1.3361,922.75,3,S1
31.5,0.9521,0.12402,-0.15052,4,-64.5,6.0454,921.25,3,S1
32.25,1.0811,0.066602,-0.082102,4,-66.5,5.8107,924.25,3,S1
32.5,0.97555,0.11254,-0.13912,4,-64.5,5.3321,921.75,3,S1
33.0,0.9521,0.12402,-0.15052,3,-49.5,5.6174,923.25,3,S1
33.075,0.9521,0.12402,-0.15052,4,-68.0,2.2381,924.75,3,S1
33.25,0.89348,0.1355,-0.13912,4,-65.0,4.7722,922.25,3,S1
33.75,1.0342,0.12402,-0.093505,3,-50.0,5.4272,923.75,3,S1
34.0,1.0107,0.14698,-0.070699,4,-66.0,5.981,921.25,3,S1
35.0,1.0694,0.066602,-0.047893,4,-65.5,2.3424,921.75,3,S1
35.5,0.92865,0.1355,-0.082102,4,-67.5,2.4206,924.75,3,S1
35.75,0.92865,0.1355,-0.082102,3,-49.0,0.049087,922.25,3,S1
36.25,0.94038,0.12402,-0.11631,4,-65.0,4.4225,922.75,3,S1
36.5,0.96383,0.1355,-0.10491,3,-49.5,0.78386,921.25,3,S1
36.75,1.2804,-0.048229,-0.013684,4,-65.5,0.12425,920.75,3,S1
37.0,1.2804,-0.048229,-0.013684,4,-65.5,0.13039,920.75,3,S1
37.25,1.2804,-0.048229,-0.013684,3,-50.0,4.5682,920.25,3,S1
38.5,0.99901,0.11254,-0.16192,4,-66.0,6.2341,923.75,3,S1
38.75,0.92865,0.10105,-0.16192,4,-65.5,1.0876,922.75,3,S1
39.0,0.92865,0.10105,-0.16192,3,-51.5,1.3407,925.25,3,S1
39.25,1.1749,0.032153,-0.070699,3,-50.0,1.0094,920.75,3,S1
39.325,1.1749,0.032153,-0.070699,4,-65.5,6.2817,920.75,3,S1
40.0,0.96383,0.12402,-0.15052,4,-64.5,2.1215,921.75,3,S1
40.25,0.96383,0.12402,-0.15052,3,-50.0,5.6404,923.25,3,S1
40.5,0.98728,0.11254,-0.13912,3,-50.0,0.03068,922.25,3,S1
40.6,0.98728,0.11254,-0.13912,4,-64.5,4.8106,922.25,3,S1
42.0,1.1397,0.032153,-0.070699,4,-66.5,5.6987,924.25,3,S1
42.25,0.98728,0.12402,-0.15052,4,-64.5,5.2155,921.75,3,S1
42.5,0.98728,0.12402,-0.15052,3,-50.0,5.6021,923.25,3,S1
43.25,0.92865,0.11254,-0.15052,4,-66.0,6.2096,923.75,3,S1
44.0,1.3273,-0.059712,-0.0022806,4,-65.5,0.010738,920.75,3,S1
44.5,0.98728,0.12402,-0.13912,3,-50.0,1.3254,920.25,3,S1
44.6,0.98728,0.12402,-0.13912,4,-66.0,0.57831,920.25,3,S1
44.75,0.98728,0.12402,-0.13912,4,-64.5,5.2079,921.75,3,S1
46.0,0.92865,0.12402,-0.15052,4,-65.0,4.1816,922.75,3,S1
46.25,0.91693,0.12402,-0.16192,3,-49.5,0.70103,921.25,3,S1
46.35,0.91693,0.12402,-0.16192,4,-69.0,1.6429,925.25,3,S1
46.5,0.91693,0.12402,-0.16192,4,-65.5,0.073631,920.75,3,S1
46.75,0.91693,0.12402,-0.16192,4,-65.5,5.6987,924.25,3,S1
47.0,0.96383,0.12402,-0.15052,4,-66.0,0.50775,920.25,3,S1
47.25,0.96383,0.12402,-0.15052,4,-65.0,5.2048,921.75,3,S1
47.75,1.0342,0.10105,-0.12771,4,-67.0,2.1,924.75,3,S1
48.25,1.0576,0.089569,-0.11631,4,-66.5,6.1927,923.75,3,S1
48.5,0.94038,0.12402,-0.15052,3,-50.0,0.6274,921.25,3,S1
48.75,0.92865,0.12402,-0.15052,3,-50.0,3.7813,921.25,3,S1
49.25,1.1749,0.032153,-0.059296,4,-66.5,5.7141,924.25,3,S1
49.5,1.1749,0.032153,-0.059296,4,-66.5,0.59365,920.25,3,S1
49.75,1.1749,0.032153,-0.059296,4,-65.0,5.2324,921.75,3,S1
50.25,1.1866,0.02067,-0.047893,3,-50.0,0.0061359,922.25,3,S1
50.375,1.1866,0.02067,-0.047893,4,-64.5,4.7216,922.25,3,S1
50.5,1.1866,0.02067,-0.047893,3,-50.5,5.3137,923.75,3,S1
50.75,1.0928,0.066602,-0.082102,3,-50.0,5.9227,922.75,3,S1
50.825,1.0928,0.066602,-0.082102,4,-64.5,4.2491,922.75,3,S1
51.0,1.0928,0.066602,-0.082102,4,-65.5,5.7846,921.25,3,S1
51.5,1.1866,0.0091865,-0.03649,3,-50.0,0.95107,920.75,3,S1
51.575,1.1866,0.0091865,-0.03649,4,-65.5,0.0061359,920.75,3,S1
51.75,1.1866,0.0091865,-0.03649,3,-50.5,1.827,924.25,3,S1
51.875,1.1632,0.032153,-0.047893,4,-66.5,0.65501,920.25,3,S1
52.0,1.1632,0.032153,-0.047893,4,-65.0,5.2692,921.75,3,S1
52.25,1.1632,0.032153,-0.047893,4,-65.5,0.55837,923.25,3,S1
52.5,0.92865,0.12402,-0.16192,4,-65.0,4.6986,922.25,3,S1
53.0,1.0811,0.078086,-0.10491,3,-50.5,5.2784,923.75,3,S1
53.25,1.0811,0.078086,-0.10491,3,-50.5,5.2769,923.75,3,S1
53.5,1.2804,-0.025263,-0.013684,4,-65.5,1.0707,922.75,3,S1
53.75,1.0811,0.078086,-0.10491,4,-67.5,1.6506,925.25,3,S1
54.25,1.128,0.032153,-0.082102,4,-66.0,0.58905,920.25,3,S1
54.5,0.97555,0.12402,-0.15052,3,-50.0,0.31447,921.75,3,S1
54.75,0.97555,0.12402,-0.15052,4,-65.0,3.657,923.25,3,S1
55.5,1.2687,0.0091865,-0.025087,3,-50.5,5.2907,923.75,3,S1
55.6,1.2687,0.0091865,-0.025087,4,-65.5,6.205,923.75,3,S1
55.75,1.2687,0.0091865,-0.025087,4,-65.0,1.0508,922.75,3,S1
56.0,1.2687,0.0091865,-0.025087,4,-65.5,5.731,921.25,3,S1
56.25,1.1045,0.10105,-0.082102,4,-66.5,6.2617,920.75,3,S1
57.0,1.1397,0.043636,-0.070699,4,-65.5,0.6366,923.25,3,S1
57.5,1.0107,0.12402,-0.13912,4,-65.0,1.6015,922.25,3,S1
58.0,1.3273,-0.025263,-0.0022806,4,-66.0,0.0076699,923.75,3,S1
58.25,1.3273,-0.025263,-0.0022806,3,-50.0,5.8874,922.75,3,S1
58.35,1.3273,-0.025263,-0.0022806,4,-64.5,4.1878,922.75,3,S1
58.75,1.3625,-0.048229,0.020525,4,-67.5,1.6076,925.25,3,S1
58.825,1.3625,-0.048229,0.020525,4,-65.0,0.026078,920.75,3,S1
59.25,1.0342,0.089569,-0.11631,3,-50.0,1.399,920.25,3,S1
59.35,1.0342,0.089569,-0.11631,4,-66.0,0.61359,920.25,3,S1
59.5,1.0342,0.089569,-0.11631,4,-64.5,2.2028,921.75,3,S1
60.0,1.1983,0.0091865,-0.047893,3,-50.0,0.0092039,922.25,3,S1
60.1,1.1983,0.0091865,-0.047893,4,-64.0,4.7814,922.25,3,S1
60.5,1.3156,-0.025263,-0.013684,4,-65.5,6.2724,923.75,3,S1
60.75,0.96383,0.12402,-0.16192,3,-50.0,0.66882,921.25,3,S1
60.875,0.96383,0.12402,-0.16192,4,-65.0,5.8,921.25,3,S1
61.0,0.96383,0.12402,-0.16192,4,-67.0,1.6245,925.25,3,S1
61.5,1.0928,0.078086,-0.093505,4,-65.5,5.7125,924.25,3,S1
61.75,0.9052,0.12402,-0.17333,3,-50.0,4.4562,920.25,3,S1
61.85,0.9052,0.12402,-0.17333,4,-64.5,5.2539,921.75,3,S1
63.25,1.1632,0.50296,0.066138,1,-57.0,1.8024,921.25,1,S1
63.75,1.1632,0.50296,0.066138,1,-57.0,6.1206,920.75,1,S1
64.0,0.84658,0.68669,0.066138,4,-59.5,4.1387,920.25,1,S1
64.5,0.78795,0.57186,0.066138,4,-60.5,1.7671,923.25,1,S1
64.75,0.78795,0.57186,0.066138,4,-65.0,4.0068,924.75,1,S1
66.25,0.78795,0.57186,0.066138,3,-62.0,2.4866,920.75,1,S1
66.5,0.78795,0.57186,0.066138,1,-56.5,0.58445,920.25,1,S1
66.75,0.78795,0.57186,0.066138,1,-55.5,5.2953,921.75,1,S1
67.25,0.2603,0.98526,-0.13912,1,-56.0,1.6552,922.25,1,S1
67.75,0.2603,0.98526,-0.13912,4,-60.5,1.3177,923.75,1,S1
68.0,0.2603,0.98526,-0.13912,3,-62.0,2.1798,922.75,1,S1
68.5,0.2603,0.98526,-0.13912,1,-59.0,5.4579,925.25,1,S1
68.6,0.2603,0.98526,-0.13912,1,-56.5,6.0454,920.75,1,S1
69.0,0.2603,0.98526,-0.13912,1,-57.0,0.17794,920.25,1,S1
69.25,0.2603,0.98526,-0.13912,1,-56.5,2.0095,921.75,1,S1
69.5,0.2603,0.98526,-0.13912,1,-58.0,0.76852,923.25,1,S1
70.25,0.31893,0.98526,-0.059296,1,-57.5,1.2594,922.75,1,S1
70.5,0.31893,0.98526,-0.059296,1,-57.0,2.5035,921.25,1,S1
71.0,0.31893,0.98526,-0.059296,1,-57.0,6.0868,920.75,1,S1
71.25,0.31893,0.98526,-0.059296,4,-61.0,1.1152,924.25,1,S1
71.5,0.31893,0.98526,-0.059296,4,-60.0,3.6677,921.75,1,S1
71.75,0.31893,0.98526,-0.059296,1,-57.5,0.80074,923.25,1,S1
72.25,0.31893,0.98526,-0.059296,1,-57.0,1.6582,922.25,1,S1
72.75,0.31893,0.98526,-0.059296,1,-58.0,0.43872,923.75,1,S1
73.0,0.31893,0.98526,-0.059296,1,-57.0,2.4712,921.25,1,S1
73.75,0.43619,0.92784,-0.0022806,3,-63.0,0.8575,920.25,1,S1
74.25,0.43619,0.92784,-0.0022806,4,-60.5,5.415,923.25,1,S1
74.75,0.43619,0.92784,-0.0022806,1,-57.5,0.65808,922.25,1,S1
75.0,0.43619,0.92784,-0.0022806,3,-59.0,2.4943,923.75,1,S1
75.25,0.43619,0.92784,-0.0022806,3,-59.0,0.087437,922.75,1,S1
75.75,0.43619,0.92784,-0.0022806,1,-59.0,4.536,925.25,1,S1
76.5,0.43619,0.96229,-0.059296,1,-57.0,1.9543,921.75,1,S1
76.75,0.43619,0.96229,-0.059296,4,-59.5,5.9917,923.25,1,S1
77.0,0.43619,0.96229,-0.059296,4,-59.5,0.73631,922.25,1,S1
77.5,0.43619,0.96229,-0.059296,1,-58.0,0.13499,923.75,1,S1
77.75,0.43619,0.96229,-0.059296,1,-57.5,2.3869,921.25,1,S1
78.25,0.43619,0.96229,-0.059296,1,-58.5,5.9795,920.75,1,S1
78.75,0.43619,0.96229,-0.059296,1,-58.5,0.14573,920.25,1,S1
79.5,0.41273,0.96229,-0.070699,4,-59.5,3.8518,922.25,1,S1
79.75,0.41273,0.96229,-0.070699,1,-58.5,0.18408,923.75,1,S1
80.25,0.41273,0.96229,-0.070699,1,-58.0,1.0769,922.75,1,S1
80.5,0.41273,0.96229,-0.070699,1,-58.0,2.8409,920.75,1,S1
81.0,0.41273,0.96229,-0.070699,1,-58.5,3.2674,920.25,1,S1
81.5,0.41273,0.96229,-0.070699,4,-59.5,2.7535,923.25,1,S1
81.75,0.41273,0.96229,-0.070699,1,-57.5,1.5002,922.25,1,S1
82.75,0.58862,0.89339,0.031928,3,-61.0,0.67035,921.25,1,S1
83.25,0.58862,0.89339,0.031928,3,-61.0,1.4956,924.25,1,S1
83.775,0.58862,0.89339,0.031928,4,-60.0,4.3473,921.75,1,S1
84.25,0.58862,0.89339,0.031928,1,-57.5,1.491,922.25,1,S1
84.75,0.58862,0.89339,0.031928,1,-58.5,0.11965,923.75,1,S1
85.75,0.42446,0.95081,-0.047893,1,-58.0,2.7765,920.75,1,S1
86.0,0.42446,0.95081,-0.047893,4,-60.0,4.3105,921.75,1,S1
86.5,0.42446,0.95081,-0.047893,1,-58.5,0.59058,923.25,1,S1
86.75,0.42446,0.95081,-0.047893,1,-57.5,1.4696,922.25,1,S1
87.25,0.42446,0.95081,-0.047893,4,-60.5,0.095107,922.75,1,S1
87.75,0.42446,0.95081,-0.047893,3,-63.0,0.64581,925.25,1,S1
88.25,0.42446,0.95081,-0.047893,1,-59.0,5.9564,924.25,1,S1
88.75,0.42446,0.95081,-0.047893,1,-57.5,1.896,921.75,1,S1
89.5,0.45964,0.93932,-0.025087,3,-61.0,4.944,923.75,1,S1
90.0,0.45964,0.93932,-0.025087,1,-57.5,2.3378,921.25,1,S1
90.5,0.45964,0.93932,-0.025087,1,-58.0,5.915,920.75,1,S1
91.0,0.45964,0.93932,-0.025087,1,-59.0,0.076699,920.25,1,S1
91.25,0.45964,0.93932,-0.025087,4,-60.0,5.8077,923.25,1,S1
91.75,0.45964,0.93932,-0.025087,1,-57.5,1.4788,922.25,1,S1
92.75,0.43619,0.95081,-0.059296,1,-59.5,5.148,925.25,1,S1
93.25,0.43619,0.95081,-0.059296,4,-60.0,1.7012,924.25,1,S1
93.5,0.43619,0.95081,-0.059296,1,-57.5,1.8776,921.75,1,S1
94.0,0.43619,0.95081,-0.059296,4,-60.5,1.2057,924.75,1,S1
94.5,0.43619,0.95081,-0.059296,4,-60.0,2.1399,923.75,1,S1
94.75,0.43619,0.95081,-0.059296,1,-57.5,2.2994,921.25,1,S1
95.25,0.43619,0.95081,-0.059296,3,-61.0,4.0773,920.75,1,S1
96.25,0.47136,0.93932,-0.025087,1,-58.0,0.55684,923.25,1,S1
96.5,0.47136,0.93932,-0.025087,1,-57.5,1.4603,922.25,1,S1
97.0,0.47136,0.93932,-0.025087,3,-60.5,1.7794,923.75,1,S1
97.5,0.47136,0.93932,-0.025087,1,-57.5,2.3301,921.25,1,S1
97.75,0.47136,0.93932,-0.025087,1,-59.0,5.9304,924.25,1,S1
98.25,0.47136,0.93932,-0.025087,4,-60.0,4.2108,921.75,1,S1
98.75,0.47136,0.93932,-0.025087,3,-62.0,1.0124,924.75,1,S1
99.5,0.48309,0.92784,-0.025087,1,-58.0,1.017,922.75,1,S1
100.0,0.48309,0.92784,-0.025087,1,-59.5,5.1051,925.25,1,S1
100.5,0.48309,0.92784,-0.025087,4,-60.0,1.6812,924.25,1,S1
101.0,0.48309,0.92784,-0.025087,1,-59.0,0.53689,923.25,1,S1
101.25,0.48309,0.92784,-0.025087,4,-59.5,3.7306,922.25,1,S1
101.75,0.48309,0.92784,-0.025087,4,-60.0,2.1338,923.75,1,S1
102.25,0.48309,0.92784,-0.025087,1,-57.5,2.2948,921.25,1,S1
102.75,0.48309,0.92784,-0.025087,1,-58.5,5.8797,920.75,1,S1
103.5,0.44791,0.92784,-0.047893,1,-58.0,0.54763,923.25,1,S1
